fitErrPi Mean = 0.0267565
fitErrTh Mean = 0.193471
fitErrWr Mean = 0.300198
fitErrLA Mean = 0.375351
fitErrEl Mean = 0.43191
fitErrUA Mean = 0.530045
efPts = {
{0.6595230,0.7481189,0.0292241,0.5440700,0.7533854,0.0986566,0.8421938,0.7676094,0.1011084,0.2562754,-0.2540044,1.0762002,0.1046662,-0.0936422,0.7283564,0.6840000,0.8398000,0.4520000,0.6859000,0.7485000,0.3491000,0.7178000,0.6708000,0.3556000,0.7366000,0.6027000,0.3816000,0.8000000,0.5337000,0.4681000,0.0854690,0.7057190,0.0002497},
{0.6579513,0.7472306,0.0281785,0.5417967,0.7524297,0.0973899,0.8413992,0.7664544,0.1010382,0.4549165,0.6070225,0.4363231,0.3272081,0.4949168,0.4904224,0.6813000,0.8401000,0.4513000,0.6838000,0.7485000,0.3486000,0.7162000,0.6711000,0.3550000,0.7353000,0.6028000,0.3815000,0.7979000,0.5343000,0.4684000,0.4827048,0.7778626,0.0519462},
{0.6561759,0.7462252,0.0269938,0.5392352,0.7513478,0.0959531,0.8405857,0.7652701,0.1009660,0.4526355,0.6079702,0.4352736,0.3250948,0.4964144,0.4895522,0.6786000,0.8405000,0.4506000,0.6816000,0.7485000,0.3481000,0.7147000,0.6715000,0.3546000,0.7340000,0.6028000,0.3814000,0.7958000,0.5349000,0.4686000,0.4797294,0.7791378,0.0551750},
{0.6540285,0.7450060,0.0255557,0.5362630,0.7500858,0.0942731,0.8395045,0.7636932,0.1008693,0.4492228,0.6093821,0.4337080,0.3232836,0.4976953,0.4888077,0.6761000,0.8408000,0.4499000,0.6794000,0.7485000,0.3476000,0.7147000,0.6715000,0.3546000,0.7326000,0.6029000,0.3812000,0.7937000,0.5355000,0.4689000,0.4760328,0.7806298,0.0590025},
{0.6515586,0.7435995,0.0238946,0.5329386,0.7486659,0.0923779,0.8382006,0.7617871,0.1007520,0.4456927,0.6108351,0.4320943,0.3216802,0.4988272,0.4881494,0.6737000,0.8411000,0.4493000,0.6773000,0.7485000,0.3471000,0.7109000,0.6717000,0.3540000,0.7313000,0.6030000,0.3811000,0.7916000,0.5361000,0.4691000,0.4716771,0.7822721,0.0632823},
{0.6489223,0.7420934,0.0221134,0.5294252,0.7471555,0.0903561,0.8367288,0.7596298,0.1006184,0.4422419,0.6122480,0.4305227,0.3196528,0.5002555,0.4873183,0.6714000,0.8414000,0.4488000,0.6751000,0.7485000,0.3466000,0.7091000,0.6718000,0.3538000,0.7299000,0.6031000,0.3810000,0.7896000,0.5366000,0.4694000,0.4664439,0.7841013,0.0681373},
{0.6460020,0.7404191,0.0201302,0.5256116,0.7455046,0.0881398,0.8350452,0.7571545,0.1004641,0.4391205,0.6135197,0.4291060,0.3182369,0.5012513,0.4867387,0.6693000,0.8416000,0.4484000,0.6729000,0.7485000,0.3461000,0.7076000,0.6720000,0.3534000,0.7286000,0.6032000,0.3808000,0.7875000,0.5372000,0.4696000,0.4603763,0.7860516,0.0734268},
{0.6427748,0.7385616,0.0179263,0.5217789,0.7438336,0.0858894,0.8330870,0.7542652,0.1002826,0.4354352,0.6150134,0.4274393,0.3168033,0.5022579,0.4861525,0.6672000,0.8418000,0.4479000,0.6708000,0.7485000,0.3456000,0.7056000,0.6720000,0.3532000,0.7273000,0.6032000,0.3807000,0.7855000,0.5377000,0.4699000,0.4534668,0.7880803,0.0790673},
{0.6394763,0.7366551,0.0156603,0.5177474,0.7420630,0.0834974,0.8312670,0.7515702,0.1001120,0.4316021,0.6165582,0.4257126,0.3148213,0.5036470,0.4853433,0.6651000,0.8419000,0.4475000,0.6686000,0.7485000,0.3451000,0.7038000,0.6721000,0.3529000,0.7259000,0.6033000,0.3806000,0.7836000,0.5382000,0.4701000,0.4458648,0.7901077,0.0848659},
{0.6360962,0.7346931,0.0133241,0.5135793,0.7402183,0.0809973,0.8291557,0.7484316,0.0999118,0.4275664,0.6181750,0.4239023,0.3132135,0.5047718,0.4846877,0.6631000,0.8420000,0.4470000,0.6665000,0.7485000,0.3446000,0.7020000,0.6722000,0.3527000,0.7246000,0.6034000,0.3804000,0.7817000,0.5388000,0.4703000,0.4375653,0.7921087,0.0907732},
